pH,Chlorine_Level,Turbidity,NPK_Ratio,Conductivity,Industrial_Waste,Lead_Concentration,Flow_Rate,Water_Pressure,Road_Segment_ID,Terminal_Point_A,Terminal_Point_B,Road_Level,Capacity,Speed_Limit,Pipe_Diameter,Pipe_Length,Pipe_Age,Temperature,Humidity,Barometric_Pressure,Wind_Speed,Weather,Toxication_Level,Water_Quality_Label
6.93,0.6,2.62,9.34,902.92,3.31,0.001,195.24,32.43,1499,69,60,Arterial,2661,40,195.83,936.4,30,40.51,91.54,996.91,31.79,Stormy,11.6,Safe
7.67,0.22,1.99,1.52,455.17,59.6,0.0434,79.57,42.94,1053,84,10,Arterial,1157,60,1080.94,883.04,92,29.1,52.19,1011.09,3.0,Stormy,86.09,Unsafe
7.39,2.16,3.59,8.76,543.71,40.91,0.0141,162.36,73.18,1571,44,20,Collector,1140,70,606.47,814.17,13,38.92,33.5,1028.2,25.73,Rainy,39.03,Safe
6.57,3.22,4.38,8.0,1385.49,42.96,0.0149,105.96,58.66,1750,77,30,Arterial,928,60,911.0,949.61,15,19.54,82.67,993.28,21.62,Cloudy,56.16,Unsafe
7.14,1.79,4.2,0.88,88.05,40.08,0.0113,98.11,34.52,1244,3,35,Collector,1270,70,610.14,706.33,63,38.95,72.85,995.82,11.79,Sunny,90.88,Unsafe
8.12,4.22,3.93,0.71,820.33,6.74,0.0459,37.66,22.54,1387,18,99,Arterial,1245,60,1053.08,168.34,27,30.6,87.5,1046.46,42.44,Stormy,97.23,Unsafe
7.88,3.64,0.07,5.58,535.6,12.23,0.0387,152.2,93.88,1565,58,96,Local,1161,60,585.41,888.43,87,32.4,89.26,1023.08,27.48,Stormy,89.5,Unsafe
7.95,1.88,4.56,9.97,551.69,6.29,0.0298,166.43,45.13,1505,72,59,Collector,1991,50,1047.61,702.99,29,12.26,61.53,1002.65,35.81,Sunny,55.82,Unsafe
7.9,3.72,1.37,8.85,409.32,5.39,0.0227,91.87,30.21,1740,39,51,Arterial,1104,60,360.88,770.76,1,13.34,92.59,993.69,45.99,Cloudy,15.62,Safe
7.12,4.71,4.44,3.45,245.53,8.56,0.0072,155.07,31.69,1982,57,58,Arterial,1371,60,123.17,555.04,40,41.88,67.2,1047.17,7.44,Stormy,22.86,Safe
6.7,0.65,0.98,4.17,100.0,69.66,0.0463,120.41,40.27,1148,15,12,Collector,846,50,379.89,819.75,12,20.65,30.09,1048.59,40.16,Rainy,89.96,Unsafe
7.04,1.67,2.2,4.19,1482.16,11.42,0.0375,58.94,38.46,1280,17,46,Local,1482,70,759.25,108.29,71,43.84,33.57,1017.04,28.14,Cloudy,68.1,Unsafe
8.16,2.42,3.75,7.47,1007.53,26.15,0.0139,185.51,42.36,1306,97,7,Collector,1119,40,1042.55,704.74,8,16.82,43.17,1003.77,19.42,Cloudy,12.66,Safe
8.46,2.59,3.2,3.74,1176.95,65.69,0.0474,142.39,38.04,1654,16,64,Arterial,1926,60,362.29,439.2,7,40.37,90.22,982.27,42.63,Cloudy,48.32,Safe
7.49,2.8,2.08,1.9,144.25,11.23,0.0468,176.88,54.45,1333,42,18,Arterial,2451,70,139.94,201.89,85,2.31,99.04,1049.93,0.02,Cloudy,20.03,Safe
6.52,1.64,3.39,7.6,71.51,91.03,0.033,63.48,81.25,1012,64,28,Arterial,983,70,547.67,407.95,58,5.37,57.3,1043.99,29.69,Cloudy,9.09,Safe
6.78,3.4,2.74,4.85,920.42,47.75,0.0493,184.11,22.17,1241,4,11,Local,1406,70,1120.11,862.58,91,29.97,15.48,1028.99,39.45,Cloudy,64.67,Unsafe
7.14,3.3,1.38,1.23,1099.56,96.31,0.0094,79.29,35.24,1766,22,98,Arterial,1867,50,549.49,236.84,41,38.51,11.4,1003.08,30.56,Stormy,65.42,Unsafe
7.66,2.97,3.23,8.01,622.56,19.25,0.0366,11.81,76.96,1444,70,35,Collector,1857,40,419.3,645.18,22,19.79,89.25,1026.92,31.91,Sunny,11.92,Safe
6.65,0.75,1.02,6.06,612.24,3.06,0.0076,24.26,31.91,1864,79,76,Arterial,2686,40,847.17,764.62,85,27.81,32.0,1016.52,42.77,Sunny,67.19,Unsafe
8.39,2.49,3.47,5.15,607.5,59.03,0.0346,26.97,79.31,1020,69,76,Local,1139,70,529.65,335.3,19,23.83,93.25,1003.03,2.4,Cloudy,54.87,Unsafe
7.23,1.91,0.02,6.9,271.5,32.87,0.046,49.36,61.18,1746,15,15,Local,1046,40,853.89,272.22,34,7.83,13.78,1038.19,4.01,Rainy,57.33,Unsafe
8.33,2.56,2.74,5.3,1143.17,57.24,0.0268,45.44,90.53,1382,29,54,Collector,1936,40,188.07,693.86,47,38.19,15.18,1031.69,42.75,Rainy,33.1,Safe
8.06,4.62,2.01,6.66,362.03,47.37,0.0382,21.0,20.81,1939,84,40,Arterial,2262,60,576.24,97.63,67,36.77,68.35,1048.62,8.75,Rainy,44.87,Safe
8.01,2.51,1.52,8.74,520.4,45.72,0.0072,180.12,82.75,1060,83,19,Arterial,760,50,143.04,561.45,67,14.76,74.7,1023.53,22.39,Stormy,7.52,Safe
7.71,0.27,2.58,6.33,1023.33,85.12,0.0317,167.38,65.78,1535,67,40,Local,1738,60,852.05,879.26,68,-4.2,32.26,995.19,1.84,Rainy,91.81,Unsafe
7.75,2.31,3.23,6.77,50.15,19.18,0.0032,154.94,57.51,1216,98,53,Local,1807,50,923.8,607.64,44,6.89,76.14,991.5,8.58,Stormy,3.37,Safe
7.78,4.14,4.83,6.33,1161.07,49.96,0.0018,101.04,31.66,1034,60,10,Collector,887,70,212.86,381.46,92,-4.57,27.93,1024.8,8.59,Stormy,48.15,Safe
7.76,3.94,4.17,5.55,1353.69,41.6,0.0317,90.78,38.73,1278,32,72,Collector,1172,30,123.08,773.15,92,43.68,29.3,987.18,40.76,Cloudy,59.72,Unsafe
7.61,2.66,3.59,2.13,124.85,67.38,0.0286,90.82,82.88,1195,94,22,Arterial,621,60,519.36,371.64,58,35.28,40.05,1002.12,23.03,Stormy,19.62,Safe
8.47,1.4,2.39,3.69,907.85,5.01,0.0165,59.74,31.92,1054,33,21,Collector,2073,40,1009.2,258.92,42,34.29,10.17,1041.25,40.01,Sunny,99.02,Unsafe
7.96,2.43,1.96,7.08,642.27,52.94,0.0256,125.57,62.19,1916,99,20,Collector,759,60,312.61,96.92,76,35.67,42.79,1048.33,13.47,Cloudy,4.88,Safe
8.05,2.91,0.16,4.54,163.77,47.85,0.0342,21.23,36.61,1101,83,69,Local,1432,30,712.13,869.97,38,13.35,66.32,1012.73,36.09,Rainy,5.8,Safe
8.24,5.0,1.8,4.36,1039.23,97.36,0.0322,135.17,59.14,1127,1,1,Local,1384,30,264.41,645.97,50,-0.45,99.48,981.19,24.33,Stormy,23.85,Safe
6.93,3.29,4.24,7.71,937.86,75.58,0.0037,107.63,40.38,1151,80,27,Local,1908,50,800.94,478.7,49,26.54,49.8,1038.01,23.18,Sunny,78.18,Unsafe
6.67,3.53,1.92,0.55,981.86,15.5,0.0339,165.14,48.09,1729,65,36,Collector,2397,40,272.28,647.75,11,27.96,22.55,1007.76,37.08,Sunny,84.77,Unsafe
7.47,2.56,2.31,6.95,1229.57,50.92,0.033,194.82,84.2,1316,26,33,Local,2998,40,465.23,169.65,56,19.37,91.69,983.57,17.56,Cloudy,27.91,Safe
7.53,1.9,1.36,5.15,466.03,78.37,0.0335,176.56,22.97,1633,43,90,Local,2679,40,882.23,36.56,1,44.66,70.02,993.72,13.31,Cloudy,51.11,Unsafe
8.16,4.1,1.37,4.08,1031.75,52.46,0.0424,146.79,93.94,1728,27,63,Collector,1697,30,790.86,807.14,68,19.86,63.08,994.95,26.02,Rainy,38.55,Safe
7.39,2.58,0.31,3.74,1127.81,35.67,0.0288,92.23,45.55,1007,58,14,Local,1530,50,551.09,904.51,46,14.87,17.81,997.3,33.28,Sunny,81.78,Unsafe
7.64,4.97,3.07,2.14,294.78,37.67,0.0469,50.76,67.68,1581,54,86,Local,2096,70,454.95,109.43,50,5.86,19.29,1048.38,2.3,Stormy,26.2,Safe
7.55,2.39,2.24,3.68,1437.75,36.7,0.049,136.33,37.74,1891,46,32,Arterial,2560,50,1074.44,431.27,32,12.87,95.26,1029.53,12.41,Stormy,64.85,Unsafe
6.58,0.53,3.03,4.22,542.97,2.0,0.0376,48.3,48.7,1244,25,11,Collector,2637,70,219.62,905.58,5,25.08,71.12,1036.59,27.3,Rainy,51.37,Unsafe
7.73,3.48,2.73,4.66,1084.88,73.06,0.0179,13.85,56.77,1611,19,93,Arterial,2699,30,597.73,812.19,61,6.89,85.7,1002.91,27.7,Rainy,86.19,Unsafe
8.16,0.42,3.99,6.89,1143.33,61.09,0.0072,118.91,75.1,1701,9,93,Local,1191,60,621.42,409.07,4,15.21,17.13,1030.77,21.64,Rainy,30.82,Safe
6.82,1.4,3.76,4.81,780.84,26.87,0.041,84.88,89.85,1225,30,74,Arterial,1337,70,433.56,104.42,49,7.84,95.48,1033.9,36.68,Cloudy,27.28,Safe
7.69,1.9,3.86,8.06,236.64,63.0,0.0073,176.44,89.29,1871,45,65,Local,1496,60,1041.89,329.71,43,41.71,64.4,987.87,32.39,Stormy,30.34,Safe
7.69,3.75,2.5,6.58,449.71,30.87,0.0073,132.7,46.96,1770,55,49,Collector,1966,60,60.38,814.26,48,38.27,73.65,997.73,38.19,Cloudy,39.77,Safe
6.83,2.57,1.77,2.3,389.66,24.34,0.046,132.98,27.1,1015,11,84,Local,1624,50,1016.17,243.89,97,1.04,48.53,986.31,18.73,Rainy,41.64,Safe
6.75,0.34,4.67,3.13,802.03,74.12,0.028,159.7,94.0,1645,93,94,Local,937,50,332.38,931.3,63,40.7,16.2,989.08,35.87,Rainy,28.65,Safe
8.46,3.16,0.27,1.25,428.84,80.91,0.0147,73.77,22.46,1148,35,34,Local,914,70,67.45,370.61,15,28.98,73.65,1047.14,44.83,Sunny,54.79,Unsafe
7.29,2.17,0.76,9.48,842.82,62.57,0.0481,192.05,90.49,1642,17,61,Collector,2975,60,645.36,854.21,8,20.85,60.92,994.31,26.7,Sunny,95.97,Unsafe
6.95,4.62,2.1,8.92,467.9,78.41,0.0354,52.05,22.07,1621,58,56,Arterial,1096,30,359.58,432.45,33,-2.08,28.24,994.22,20.7,Stormy,88.16,Unsafe
6.84,2.6,3.07,1.31,51.42,36.57,0.0267,175.62,98.13,1448,28,95,Arterial,731,50,563.23,537.61,20,18.68,47.12,1036.47,29.48,Stormy,61.67,Unsafe
7.84,3.6,0.04,5.95,576.72,7.18,0.0165,183.06,20.89,1326,98,39,Collector,1408,40,410.06,798.37,89,24.96,81.56,1034.09,46.59,Sunny,88.44,Unsafe
7.72,1.25,3.6,9.62,929.93,60.49,0.0338,17.42,21.36,1791,2,50,Collector,663,30,402.57,322.28,98,35.02,76.56,1038.65,47.88,Sunny,42.39,Safe
7.79,3.85,2.79,7.6,1171.86,25.6,0.0365,130.05,60.7,1489,77,30,Arterial,2467,30,908.64,20.81,63,-3.45,90.12,981.1,24.41,Cloudy,69.8,Unsafe
6.68,3.66,2.42,5.17,91.13,77.75,0.0356,152.39,73.34,1632,21,14,Arterial,1520,70,986.13,182.3,73,19.42,30.04,1036.82,32.2,Rainy,67.42,Unsafe
8.29,4.54,2.12,2.79,424.55,35.81,0.0098,191.23,48.22,1403,42,35,Arterial,1001,40,891.72,381.9,44,28.32,63.22,1016.22,18.35,Sunny,77.68,Unsafe
7.28,0.36,2.6,3.15,1478.92,67.07,0.0349,57.76,68.47,1417,87,25,Local,2278,40,659.58,956.1,16,25.86,99.7,1015.01,18.04,Rainy,5.83,Safe
7.13,2.35,0.81,7.49,429.63,55.29,0.0291,116.75,87.67,1173,67,53,Local,2728,40,772.08,927.69,13,14.35,50.51,1031.56,24.8,Rainy,19.66,Safe
7.42,3.46,0.54,7.92,1176.94,81.75,0.0425,156.89,83.65,1967,76,56,Local,1234,50,1171.11,959.72,6,28.7,20.05,1015.15,24.33,Cloudy,48.19,Safe
7.28,0.66,1.45,5.52,788.59,83.23,0.0312,38.19,90.73,1728,19,29,Local,2414,40,381.75,884.36,74,37.59,47.38,1015.65,41.07,Cloudy,43.83,Safe
8.23,2.17,3.55,1.65,227.15,6.83,0.0073,172.07,32.73,1115,5,40,Collector,1264,30,154.45,762.71,28,-2.9,89.64,1039.09,3.77,Stormy,13.0,Safe
8.36,4.72,2.94,9.37,982.93,29.51,0.0159,86.69,37.97,1933,34,65,Collector,1202,70,895.73,24.54,38,2.22,47.23,992.03,40.01,Stormy,7.35,Safe
7.11,2.29,2.4,8.53,1451.19,87.09,0.0372,131.55,67.02,1155,51,53,Local,880,50,429.82,447.03,77,36.9,44.84,1007.96,20.29,Stormy,42.83,Safe
8.23,4.93,2.86,1.84,1335.9,40.4,0.037,17.99,77.89,1292,42,99,Local,1940,60,444.52,967.7,50,11.45,11.59,1035.54,32.56,Stormy,13.71,Safe
8.06,0.47,2.8,1.04,1050.92,51.49,0.0111,52.36,28.59,1828,43,64,Local,996,40,1132.85,119.99,75,14.19,58.1,1031.81,39.1,Rainy,74.8,Unsafe
8.36,3.65,1.54,5.59,792.61,18.33,0.0177,100.86,34.05,1152,33,21,Arterial,601,50,364.67,732.4,91,29.47,99.63,1038.33,36.74,Cloudy,24.31,Safe
6.99,2.99,0.49,3.2,513.03,55.27,0.0008,64.95,93.83,1715,97,81,Collector,1219,70,77.29,745.01,56,44.54,30.97,1047.68,34.56,Sunny,67.47,Unsafe
7.65,2.6,4.48,3.19,567.6,26.46,0.0166,191.99,22.07,1938,73,14,Collector,2410,60,145.43,222.28,55,31.61,78.21,988.16,43.38,Stormy,89.37,Unsafe
7.05,4.86,3.0,1.33,552.0,82.92,0.0013,161.04,52.14,1915,92,10,Arterial,617,30,951.96,929.03,86,13.02,23.8,982.26,1.87,Cloudy,33.82,Safe
8.15,0.82,3.49,9.56,1387.02,20.02,0.0436,174.33,36.87,1721,67,74,Collector,887,40,999.59,222.44,26,16.53,42.53,983.89,33.32,Cloudy,37.35,Safe
6.51,4.5,2.32,8.39,356.4,35.99,0.0333,98.6,81.95,1416,94,1,Collector,875,40,563.75,944.2,30,27.8,62.47,987.03,35.95,Stormy,88.96,Unsafe
7.63,3.52,3.78,1.58,598.14,9.51,0.0485,99.99,89.09,1160,21,12,Collector,2945,70,299.74,604.63,46,20.19,29.7,993.99,28.79,Cloudy,78.11,Unsafe
7.18,1.44,2.92,8.83,676.35,58.8,0.0446,162.99,39.76,1356,19,79,Arterial,1814,50,917.36,18.13,52,18.4,42.36,992.91,6.05,Sunny,86.04,Unsafe
7.15,4.53,0.27,6.99,642.91,94.2,0.0302,83.63,67.19,1294,96,15,Arterial,1185,50,221.21,615.43,85,20.97,89.8,1031.44,20.02,Cloudy,50.84,Unsafe
7.79,2.26,4.45,3.59,56.09,17.32,0.0251,101.36,87.46,1395,90,42,Collector,2657,60,205.1,559.8,73,29.12,17.16,995.13,27.64,Rainy,36.93,Safe
8.2,4.11,1.53,8.78,442.91,1.97,0.0442,110.43,67.88,1484,63,97,Arterial,1306,40,145.68,659.27,76,15.14,89.66,1004.1,10.89,Cloudy,67.86,Unsafe
7.72,2.07,0.69,6.18,772.92,42.25,0.0149,125.36,68.06,1205,67,70,Arterial,1827,70,136.77,527.9,79,3.46,35.43,1029.6,44.25,Rainy,24.78,Safe
8.21,4.28,0.44,8.56,1152.72,74.84,0.0112,133.49,53.03,1915,11,30,Arterial,2024,50,573.36,598.52,82,24.29,18.66,1010.57,28.59,Sunny,57.29,Unsafe
7.03,3.26,3.6,4.96,875.74,97.51,0.0205,139.34,72.24,1360,25,28,Local,2773,40,293.99,596.23,7,12.84,53.36,987.27,6.29,Stormy,66.35,Unsafe
7.54,0.88,3.52,5.26,608.05,5.13,0.0027,94.36,96.83,1241,63,31,Collector,1257,50,357.14,830.7,93,19.63,34.68,1029.35,4.23,Stormy,48.35,Safe
7.4,3.32,3.5,3.26,1014.45,78.6,0.0151,66.08,43.97,1913,39,17,Local,2990,30,666.34,664.43,26,44.08,97.12,1038.64,23.28,Rainy,62.13,Unsafe
6.52,1.12,4.58,4.18,1015.55,36.87,0.0042,184.83,36.05,1201,74,97,Local,2402,30,567.16,282.61,22,6.2,32.96,1047.73,3.53,Sunny,87.06,Unsafe
7.61,2.18,1.74,5.89,409.49,15.37,0.0026,167.08,96.65,1784,60,85,Arterial,2804,40,374.05,58.34,27,24.5,88.29,1043.76,32.33,Sunny,24.36,Safe
7.82,1.02,2.81,9.5,200.47,19.23,0.0276,10.65,24.81,1900,45,50,Collector,2194,40,1167.2,409.6,59,35.87,97.33,1009.48,40.58,Sunny,3.26,Safe
7.68,0.31,3.1,6.2,1214.62,92.39,0.0354,107.46,87.19,1063,1,51,Collector,2595,40,216.28,657.61,98,14.23,42.8,1017.77,31.64,Stormy,88.12,Unsafe
7.97,1.22,4.9,1.9,818.18,80.94,0.0268,62.17,92.78,1411,47,87,Local,2563,60,759.92,232.53,45,27.4,43.21,1037.75,2.34,Sunny,61.25,Unsafe
7.64,2.77,1.56,0.57,305.96,31.17,0.0035,132.12,37.55,1484,50,67,Arterial,754,70,1098.53,972.79,38,10.35,89.53,1005.11,3.58,Stormy,58.86,Unsafe
6.63,2.51,4.78,8.58,430.0,94.02,0.0197,105.5,54.06,1800,71,49,Local,2497,60,90.27,987.82,11,5.31,52.73,1013.01,6.09,Cloudy,58.96,Unsafe
6.73,2.61,0.74,3.96,1161.32,10.53,0.0055,14.02,29.84,1421,17,92,Collector,1291,30,783.68,461.21,22,17.12,73.6,1031.99,44.82,Cloudy,69.51,Unsafe
7.69,1.39,3.82,3.49,997.24,32.25,0.0325,148.28,49.36,1724,97,28,Local,734,30,1027.86,963.76,96,33.56,51.73,991.65,40.58,Stormy,55.06,Unsafe
7.05,3.49,3.16,8.11,1420.49,65.29,0.0413,62.32,56.59,1806,94,81,Local,2100,30,98.09,746.68,12,23.01,45.31,1000.92,26.57,Cloudy,79.3,Unsafe
6.66,3.58,4.08,9.48,724.17,99.94,0.0058,59.44,60.77,1106,31,14,Collector,2903,50,872.45,659.57,61,36.83,93.68,1046.81,10.94,Sunny,42.28,Safe
7.36,1.92,0.14,7.61,125.67,46.56,0.0033,16.07,29.8,1254,27,80,Local,1637,30,951.06,761.59,60,9.68,49.66,984.23,49.49,Sunny,58.91,Unsafe
7.61,4.43,0.39,2.15,1065.61,81.07,0.0203,167.38,52.29,1859,31,89,Arterial,1022,30,127.59,685.33,18,36.2,60.51,1033.33,23.48,Stormy,67.9,Unsafe
7.16,3.29,0.35,4.22,419.62,91.59,0.0152,119.98,70.01,1320,90,3,Local,2115,50,105.58,830.66,9,41.82,78.8,1026.12,45.41,Sunny,76.09,Unsafe
7.94,3.62,2.96,7.71,519.59,0.96,0.013,102.12,60.01,1002,18,69,Local,2768,40,607.01,32.74,75,13.89,70.6,1005.17,11.12,Stormy,44.84,Safe
7.79,1.53,3.01,9.12,335.14,28.89,0.0106,138.4,87.31,1972,73,70,Collector,774,70,865.57,902.7,37,41.31,96.65,1016.5,32.91,Rainy,15.59,Safe
7.17,0.2,4.53,9.99,497.96,10.04,0.0158,75.62,96.09,1239,92,95,Local,2781,50,506.28,250.01,18,39.1,76.6,990.56,40.12,Cloudy,36.77,Safe
8.01,4.35,2.34,5.36,1252.75,77.61,0.0483,118.2,85.35,1665,87,68,Local,1474,60,996.47,551.0,58,-1.07,78.86,1034.94,39.27,Sunny,53.22,Unsafe
7.8,4.15,0.34,8.31,886.23,56.71,0.0429,57.36,23.79,1108,71,67,Local,518,30,1003.1,856.16,93,29.83,45.8,1020.86,30.89,Sunny,94.09,Unsafe
7.77,0.79,1.05,0.94,208.27,9.56,0.0301,21.96,37.17,1965,48,60,Collector,2194,70,234.02,339.11,30,35.52,47.31,1047.49,35.44,Stormy,79.11,Unsafe
7.61,2.0,0.04,3.22,900.58,42.07,0.04,116.66,27.01,1497,26,68,Collector,767,50,131.62,987.29,14,13.96,17.24,1017.07,6.6,Cloudy,93.47,Unsafe
6.52,3.37,3.88,4.03,968.67,51.4,0.0007,52.03,54.71,1508,85,99,Arterial,1081,50,407.76,198.37,98,12.34,75.91,1037.96,10.32,Cloudy,87.97,Unsafe
7.89,3.33,4.08,9.77,1332.99,69.78,0.0056,152.51,77.9,1472,96,44,Arterial,797,70,273.52,218.81,82,38.65,12.98,990.48,9.01,Cloudy,39.67,Safe
7.25,4.33,4.99,0.53,1296.49,77.95,0.0146,95.85,22.59,1802,29,74,Arterial,749,70,970.95,511.51,33,16.99,23.01,990.19,27.38,Rainy,37.94,Safe
8.39,0.87,2.06,3.43,141.17,8.79,0.0322,57.58,41.36,1786,99,55,Collector,1320,70,662.79,86.42,73,28.91,82.24,1009.89,26.57,Stormy,65.8,Unsafe
8.14,2.26,0.1,9.34,1306.71,48.76,0.0442,125.59,27.51,1689,56,69,Local,1482,60,808.81,25.92,50,18.83,26.91,1032.78,46.27,Cloudy,35.62,Safe
7.68,0.67,1.17,3.41,123.78,16.11,0.0116,32.16,52.81,1356,91,78,Collector,2948,30,921.61,668.22,16,11.11,29.76,1031.06,37.98,Stormy,67.59,Unsafe
7.0,2.07,2.94,2.64,273.48,75.33,0.007,154.67,94.03,1162,58,34,Collector,645,50,1045.15,465.33,7,36.36,86.47,1037.51,8.86,Rainy,42.6,Safe
6.91,0.27,4.81,7.44,211.75,65.77,0.0424,95.91,53.03,1853,68,2,Local,1872,50,711.39,713.59,59,19.47,44.74,980.89,8.39,Cloudy,18.45,Safe
7.18,4.51,0.52,7.58,313.46,72.3,0.0205,164.4,70.78,1484,31,79,Arterial,2798,70,738.33,956.0,67,8.11,50.17,1006.5,12.68,Rainy,75.09,Unsafe
7.45,2.73,0.61,4.99,1214.73,7.5,0.035,36.24,50.96,1266,75,34,Local,934,70,826.59,943.63,6,43.49,58.56,1036.46,49.95,Stormy,12.43,Safe
7.09,4.28,3.51,9.5,1044.87,51.03,0.0274,82.68,78.52,1984,98,4,Local,2951,70,768.74,750.7,3,2.39,30.14,1041.47,8.49,Cloudy,15.4,Safe
7.53,0.49,3.34,2.43,1046.1,84.06,0.0088,44.21,79.44,1665,46,12,Collector,950,30,1081.09,437.09,15,1.49,78.48,1035.45,18.83,Rainy,23.7,Safe
6.83,1.29,1.25,9.18,1387.09,71.33,0.035,21.63,31.04,1777,13,13,Local,1755,40,137.17,460.89,53,40.07,72.07,1015.82,15.67,Rainy,52.09,Unsafe
8.46,1.45,4.07,7.68,618.18,86.17,0.021,191.52,72.26,1429,65,73,Arterial,1921,60,383.96,467.18,58,40.14,76.69,1041.23,0.13,Cloudy,64.23,Unsafe
6.72,2.06,0.64,4.0,54.77,20.61,0.0144,148.06,50.91,1155,84,4,Local,2255,60,81.64,859.6,67,33.09,36.4,1027.52,14.14,Cloudy,12.93,Safe
8.36,4.05,4.63,8.17,977.66,28.69,0.0451,71.87,88.78,1850,34,31,Arterial,1379,50,1049.64,818.27,51,2.55,25.41,1035.29,10.5,Stormy,33.91,Safe
8.33,2.06,1.01,1.77,1308.71,44.13,0.0003,56.77,32.63,1146,31,44,Arterial,1629,40,618.33,708.7,54,32.58,89.8,1014.58,48.83,Rainy,63.35,Unsafe
7.55,1.18,0.41,1.74,1465.58,52.33,0.0202,48.82,91.79,1675,42,56,Local,2316,30,1001.63,656.27,23,3.57,41.62,1039.28,36.35,Rainy,39.58,Safe
7.95,0.51,1.7,9.33,577.64,25.22,0.015,18.17,60.92,1756,61,6,Arterial,1394,60,722.95,286.82,65,-2.02,17.01,991.01,40.33,Cloudy,13.75,Safe
7.37,0.58,0.94,1.4,1242.12,38.12,0.0027,29.51,40.44,1873,91,71,Arterial,1909,70,178.74,530.87,25,10.9,56.72,989.44,42.21,Sunny,54.32,Unsafe
7.76,3.85,2.63,0.54,1281.38,68.7,0.004,29.55,46.77,1119,91,62,Local,1345,70,138.78,346.04,97,30.5,85.77,986.09,12.32,Sunny,65.08,Unsafe
7.18,2.34,3.43,4.2,259.43,64.54,0.0086,136.59,20.4,1273,90,82,Collector,2553,50,95.22,581.66,4,11.36,35.63,1016.26,45.15,Sunny,4.56,Safe
7.1,3.69,2.45,1.49,965.67,11.05,0.0252,122.99,95.99,1921,62,94,Local,2339,60,377.22,915.82,54,30.83,15.13,1001.21,27.15,Rainy,50.13,Unsafe
7.66,3.47,3.3,8.7,301.05,98.57,0.0141,117.96,38.0,1816,15,22,Arterial,1099,60,1112.64,556.55,45,41.81,90.31,1002.22,3.73,Rainy,44.24,Safe
7.5,0.85,1.82,9.27,697.61,56.27,0.0419,149.55,92.78,1694,27,78,Collector,2628,60,912.61,997.72,33,24.16,37.97,986.84,30.3,Rainy,0.85,Safe
7.66,0.89,0.14,5.08,1324.94,48.36,0.012,57.72,88.24,1519,42,12,Arterial,527,50,404.72,504.28,33,-3.18,65.62,1007.14,5.24,Rainy,45.15,Safe
7.07,3.83,4.87,4.54,1194.73,96.72,0.036,75.07,47.93,1260,64,48,Arterial,1377,50,460.81,179.34,65,-2.9,25.98,987.03,27.26,Stormy,56.4,Unsafe
7.23,3.66,4.1,5.62,876.99,14.03,0.0105,34.07,36.87,1071,39,46,Arterial,949,50,713.83,979.71,24,3.01,60.3,1039.71,26.72,Stormy,23.14,Safe
6.67,2.01,0.37,2.65,1222.63,54.37,0.0021,121.67,54.13,1285,1,72,Local,2802,30,1057.55,178.51,96,28.54,51.42,988.46,32.16,Stormy,3.27,Safe
6.6,0.57,2.25,3.33,271.6,80.51,0.0132,187.25,94.69,1263,91,25,Collector,1255,50,927.84,580.86,45,10.45,97.6,1015.95,5.92,Cloudy,12.31,Safe
7.01,0.26,3.18,1.46,332.63,39.89,0.0419,174.0,88.41,1163,73,42,Collector,1910,60,1066.37,729.2,56,13.57,26.38,1034.52,43.91,Cloudy,96.62,Unsafe
6.65,1.58,0.95,4.74,352.85,73.63,0.0041,115.45,59.09,1073,94,75,Arterial,1004,60,67.58,489.27,45,12.64,66.39,1019.46,37.1,Rainy,40.38,Safe
6.71,0.24,2.89,6.31,1175.22,89.92,0.0172,132.48,63.64,1666,76,55,Local,2106,30,1173.38,52.24,27,13.28,84.21,987.64,49.3,Rainy,23.96,Safe
8.13,1.3,2.67,9.34,1341.9,26.17,0.0004,198.54,52.69,1754,9,25,Collector,2292,70,330.39,632.96,69,25.9,19.95,1007.24,0.41,Rainy,54.22,Unsafe
6.58,2.21,1.04,7.52,866.11,24.15,0.0315,108.3,95.58,1636,68,80,Collector,2785,60,424.58,986.06,48,24.19,63.26,1043.16,29.12,Stormy,80.15,Unsafe
7.82,0.78,0.71,7.37,1439.06,36.07,0.0471,175.41,99.11,1360,31,81,Arterial,534,70,791.6,685.42,29,38.41,71.73,1003.61,24.24,Stormy,43.81,Safe
7.05,0.7,3.79,3.43,1105.64,41.84,0.0192,105.12,43.13,1782,49,54,Collector,2468,50,992.34,615.79,41,44.36,82.79,1018.33,20.03,Stormy,86.21,Unsafe
8.24,4.5,1.61,8.94,867.34,11.1,0.0288,19.09,95.98,1339,40,92,Arterial,2947,70,442.32,594.29,92,37.02,55.62,1024.42,12.81,Sunny,90.49,Unsafe
7.47,3.01,1.22,9.5,936.81,23.13,0.0226,187.59,96.03,1037,3,68,Local,1716,60,846.72,367.45,75,33.65,50.77,992.89,6.7,Stormy,63.45,Unsafe
7.11,4.69,3.69,9.36,1281.82,87.32,0.0487,31.26,57.88,1209,17,98,Collector,1269,30,1113.31,294.86,30,13.54,72.55,1047.3,48.77,Stormy,55.66,Unsafe
7.54,1.86,3.68,0.87,180.76,56.66,0.0368,143.8,53.19,1502,34,26,Arterial,2486,40,671.34,731.89,88,40.74,91.5,1029.41,43.5,Sunny,1.86,Safe
